start_station_name,end_station_name,trips,start_lat,start_lng,end_lat,end_lng
West St & Liberty St,Pier 40 - Hudson River Park,1930,40.711444,-74.014847,40.7277140777778,-74.01129573583603
Little West St & 1 Pl,Little West St & 1 Pl,1929,40.70569254,-74.01677685,40.70569254,-74.01677685
Broadway & Berry St,Broadway & Roebling St,1928,40.71044554,-73.96525063,40.70924826276157,-73.96063148975372
Washington St & Gansevoort St,West St & Chambers St,1925,40.739323,-74.008119,40.71754834,-74.01322069
Leonard St & Nassau Ave,Kingsland Ave & Nassau Ave,1923,40.7239567849954,-73.94984364509583,40.72577,-73.94173
E 1 St & 1 Ave,E 2 St & Avenue C,1922,40.72335597960796,-73.98864984512329,40.7208736,-73.98085795
W 30 St & 10 Ave,W 30 St & 10 Ave,1921,40.752694,-74.002353,40.752694,-74.002353
W 22 St & 10 Ave,W 22 St & 10 Ave,1917,40.74691959,-74.00451887,40.74691959,-74.00451887
Grand Army Plaza & Central Park S,Central Park West & W 72 St,1912,40.7643971,-73.97371465,40.77579376683666,-73.9762057363987
E 33 St & 1 Ave,E 32 St & Park Ave,1911,40.74322681432173,-73.97449783980846,40.7457121,-73.98194829
W 54 St & 11 Ave,W 54 St & 11 Ave,1911,40.768333,-73.992573,40.768333,-73.992573
1 Ave & E 68 St,E 84 St & 1 Ave,1904,40.76500525,-73.95818491,40.77565541,-73.95068615
1 Ave & E 16 St,E 27 St & 1 Ave,1902,40.73221853,-73.98165557,40.739445,-73.976806
46 Ave & 5 St,44 Dr & Jackson Ave,1902,40.74731,-73.95451,40.74718234,-73.9432635
Lenox Ave & W 111 St,Lenox Ave & W 111 St,1897,40.7987859,-73.9523,40.7987859,-73.9523
3 St & Prospect Park West,Plaza St West & Flatbush Ave,1896,40.668132,-73.97363831,40.6750207,-73.97111473
West St & Chambers St,Little West St & 1 Pl,1892,40.71754834,-74.01322069,40.70569254,-74.01677685
W 70 St & Amsterdam Ave,W 70 St & Amsterdam Ave,1891,40.77748046,-73.98288594,40.77748046,-73.98288594
Driggs Ave & Lorimer St,Driggs Ave & N 9 St,1888,40.72179134,-73.9504154,40.71816969454208,-73.95520135760307
5 Ave & E 103 St,5 Ave & E 103 St,1884,40.7922553,-73.95249933,40.7922553,-73.95249933
Broadway & E 21 St,University Pl & E 14 St,1880,40.73988840858996,-73.98958593606949,40.734814,-73.992085
E 2 St & Avenue B,E 1 St & 1 Ave,1874,40.72217444,-73.98368779,40.72335597960796,-73.98864984512329
7 Ave & Central Park South,5 Ave & E 72 St,1873,40.766741,-73.979069,40.772828,-73.966853
W 22 St & 10 Ave,Broadway & E 21 St,1873,40.74691959,-74.00451887,40.73988840858996,-73.98958593606949
8 Ave & W 16 St,W 20 St & 10 Ave,1867,40.740983,-74.001702,40.745686,-74.005141
Nelson Ave & W 172 St,Nelson Ave & W 172 St,1867,40.843965,-73.920999,40.843965,-73.920999
6 Ave & W 33 St,W 42 St & 6 Ave,1864,40.74901271,-73.98848395,40.75492,-73.98455
Ave A & E 14 St,E 2 St & Avenue A,1864,40.73031071000895,-73.98047178983688,40.72307749068673,-73.98583620786667
West St & Liberty St,Vesey Pl & River Terrace,1864,40.711444,-74.014847,40.7153379,-74.01658354
3 St & 7 Ave,7 Ave & Park Pl,1854,40.6703837,-73.97839676,40.6776147,-73.97324283
Broadway & W 56 St,W 54 St & 11 Ave,1854,40.7652654,-73.98192338,40.768333,-73.992573
W 34 St &\tHudson Blvd E,11 Ave & W 41 St,1847,40.75516719072139,-74.00059908628464,40.76030096,-73.99884222
1 Ave & E 78 St,1 Ave & E 78 St,1844,40.77140426,-73.9535166,40.77140426,-73.9535166
7 Ave & Central Park South,Central Park North & Adam Clayton Powell Blvd,1844,40.7667405590595,-73.9790689945221,40.799484,-73.955613
2 Ave & E 104 St,2 Ave & E 96 St,1835,40.7892105,-73.94370784,40.7839636,-73.9471673
Newtown Ave & 23 St,31 St & Newtown Ave,1832,40.7713615,-73.9246145,40.7675487799971,-73.9209334552288
Broadway & W 61 St,Broadway & W 61 St,1829,40.77003010255044,-73.9819684624672,40.77003010255044,-73.9819684624672
10 Ave & W 14 St,12 Ave & W 40 St,1827,40.74198159994023,-74.00831580162048,40.76087502,-74.00277668
5 Ave & E 72 St,7 Ave & Central Park South,1825,40.77282817,-73.96685276,40.7667405590595,-73.9790689945221
9 Ave & W 45 St,W 36 St & 9 Ave,1822,40.76019252,-73.9912551,40.75462324029105,-73.99516761302948
Park Cir & East Dr,Park Cir & East Dr,1816,40.651566,-73.972212,40.651566,-73.972212
Central Park S & 6 Ave,Central Park West & W 68 St,1814,40.76590936,-73.97634151,40.7734066,-73.97782542
W 44 St & 11 Ave,W 44 St & 5 Ave,1810,40.762009,-73.996975,40.75500254,-73.98014437
India St Pier,Kent Ave & N 7 St,1809,40.731734785883454,-73.9612390102593,40.72036775298455,-73.96165072917938
W 21 St & 6 Ave,W 20 St & 8 Ave,1809,40.74173969,-73.99415556,40.74345335,-74.00004031
Suffolk St & Stanton St,Suffolk St & Stanton St,1806,40.72066442,-73.98517977,40.72066442,-73.98517977
Broadway & W 25 St,Broadway & W 25 St,1803,40.74286877312112,-73.98918628692627,40.74286877312112,-73.98918628692627
Pier 40 - Hudson River Park,12 Ave & W 40 St,1802,40.7277140777778,-74.01129573583603,40.76087502,-74.00277668
Norfolk St & Broome St,Norfolk St & Broome St,1799,40.7172274,-73.98802084,40.7172274,-73.98802084
